drug_code,drug_name,atc,drug_form,composition,excipients
41263207,OXICODONE SAND*60CPR 60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
41263245,OXICODONE SAND*FL100CPR60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
42060285,OXICODONE ACC*100CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42060362,OXICODONE ACC*98CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42318030,OSSICODONE AU*28CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#polivinilalcool#biossido di titanio (e171)#macrogol 3350#talco (e553b)#indigotina lacca d’alluminio (e132)#ferro ossido giallo (e172)
42318319,OSSICODONE AU*50CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#polivinilalcool#biossido di titanio (e171)#macrogol 3350#talco (e553b)#indigotina lacca d’alluminio (e132)#ferro ossido giallo (e172)
34435077,OXYCONTIN*28CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
34435141,OXYCONTIN*56CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
44919316,OSSICODONE BRUNO*10CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,"Sfere di zucchero (saccarosio, amido di mais)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#Magnesio stearato (Ph. Eur.)#silice anidra colloidale#polivinilalcool#talco (e553b)#biossido di titanio (e171)#macrogol 3350"
41263308,OXICODONE SAND*50CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido nero (e172)#ossido di alluminio idrato#indigotina (e 132)#giallo chinolina (e 104)
43927019,OSSICODONE MOLT*5F 1ML 10MG/ML,N02AA05,SOLUZIONE INIETTABILE O PER INFUSIONE,oxicodone cloridrato,acido citrico monoidrato#sodio citrato#sodio cloruro#Acido cloridrico diluito (per correggere il pH)#Idrossido di sodio (per correggere il pH)#acqua per preparazioni iniettabili
42060208,OXICODONE ACC*50CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
44919292,OSSICODONE BRUNO*98CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (saccarosio, amido di mais)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#Magnesio stearato (Ph. Eur.)#silice anidra colloidale#polivinilalcool#talco (e553b)#biossido di titanio (e171)#macrogol 3350#ferro ossido (e172)"
42060309,OXICODONE ACC*14CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#ferro ossido (e172)"
34435166,OXYCONTIN*28CPR 40MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
42060436,OXICODONE ACC*10CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
34435038,OXYCONTIN*112CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol
42060069,OXICODONE ACC*50CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
34435192,OXYCONTIN*28CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol#ferro ossido (e172)#indigotina (e 132)
42060602,OXICODONE ACC*28CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#macrogol 3350#talco (e553b)#ferro ossido (e172)"
34435180,OXYCONTIN*112CPR 40MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
34435127,OXYCONTIN*112CPR 20MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
42060311,OXICODONE ACC*20CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
34435154,OXYCONTIN*112CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
34435139,OXYCONTIN*28CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#biossido di titanio (e171)#macrogol#polisorbato 80 (e433)#ferro ossido (e172)
42060210,OXICODONE ACC*56CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
34435230,OXYCONTIN*56CPR 80MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato,Lattosio monoidrato#povidone#Ammoniometacrilato copolimero in dispersione#Acido sorbico#triacetina (e1518)#alcol stearilico#talco (e553b)#magnesio stearato (e470b)#metilidrossipropilcellulosa#idrossipropilcellulosa (e463)#biossido di titanio (e171)#macrogol#ferro ossido (e172)#indigotina (e 132)
43927045,OSSICODONE MOLT*1F 20ML10MG/ML,N02AA05,SOLUZIONE INIETTABILE O PER INFUSIONE,oxicodone cloridrato,acido citrico monoidrato#sodio citrato#sodio cloruro#Acido cloridrico diluito (per correggere il pH)#Idrossido di sodio (per correggere il pH)#acqua per preparazioni iniettabili
42318408,OSSICODONE AU*20CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#metilidrossipropilcellulosa#peg 400#polisorbato 80 (e433)
42060071,OXICODONE ACC*56CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#ferro ossido (e172)"
42060222,OXICODONE ACC*98CPR 10MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
41263195,OXICODONE SAND*56CPR 60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
42060374,OXICODONE ACC*100CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42318016,OSSICODONE AU*1CPR 5MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Lattosio monoidrato#metilidrossipropilcellulosa#povidone k30#Acido stearico#magnesio stearato (e470b)#silice anidra colloidale#polivinilalcool#biossido di titanio (e171)#macrogol 3350#talco (e553b)#indigotina lacca d’alluminio (e132)#ferro ossido giallo (e172)
42060261,OXICODONE ACC*30CPR 10MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42060347,OXICODONE ACC*50CPR 20MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
41263221,OXICODONE SAND*112CPR 60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
42060475,OXICODONE ACC*30CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
41263157,OXICODONE SAND*28CPR 60MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido (e172)
41263029,OXICODONE SAND*20CPR 40MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido giallo (e172)
42060525,OXICODONE ACC*10CPR 40MG RP FL,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#biossido di titanio (e171)#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42060588,OXICODONE ACC*14CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#macrogol 3350#talco (e553b)#ferro ossido (e172)"
42060804,OXICODONE ACC*120CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,"Sfere di zucchero (contiene saccarosio, amido di mais, idrolisati di amido e additivi coloranti)#metilidrossipropilcellulosa#talco (e553b)#etilcellulosa (e462)#idrossipropilcellulosa (e463)#propilenglicole (e1520)#carmellosa sodica#cellulosa microcristallina (e460)#magnesio stearato (e470b)#silice anidra colloidale#macrogol 3350#talco (e553b)#ferro ossido (e172)"
41263322,OXICODONE SAND*60CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido nero (e172)#ossido di alluminio idrato#indigotina (e 132)#giallo chinolina (e 104)
41263258,OXICODONE SAND*10CPR 80MG RP,N02AA05,COMPRESSE RILASCIO PROLUNGATO,oxicodone cloridrato#oxicodone,Olio di ricino idrogenato#Copovidone#Behenoyl-macrogolgliceride#Lattosio monoidrato#magnesio stearato (e470b)#amido di mais#silice anidra colloidale#Trigliceridi a catena media#cellulosa microcristallina (e460)#metilidrossipropilcellulosa#Acido stearico#biossido di titanio (e171)#ferro ossido nero (e172)#ossido di alluminio idrato#indigotina (e 132)#giallo chinolina (e 104)
